ao,semestre,areal,y_lote,ecotopo_lote,cent_x,cent_y,elevation
2007,1,1.74,6.92788,"104B",796617,1117071,"1705"
2008,1,2.4,11.9761,"104B",797044,1116218,"1880"
2005,1,.8,4.14627,"104B",798777,1115760,"1705"
2006,1,1.2,23.4136,"104B",798715,1115109,"1705"
2004,2,.8,13.9009,"104B",798543,1115329,"1705"
2004,2,5.3,151.992,"104B",798605,1116298,"1654"
2006,1,1.07,14.7211,"104B",799134,1110698,"1677"
2009,1,.64,.956589,"104B",796428,1112793,"1681"
2009,2,.73,5.68521,"104B",796373,1112537,"1681"
2006,2,.5,14.8925,"104B",798697,1110570,"1800"
2009,2,.73,13.6683,"104B",797227,1112359,"1634"
2008,2,.58,14.0471,"104B",797317,1112516,"1634"
2008,2,1.3,9.13356,"104B",796827,1112029,"1854"
2010,1,.6,3.10185,"104B",796431,1111088,"2041"
2006,1,.34,4.16686,"104B",799279,1112061,"1702"
2009,2,1.3,4.07619,"104B",796478,1111730,"1854"
2008,1,.25,2.36655,"104B",798681,1111856,"1648"
2005,1,1.8,7.08608,"105B",801350,1116934,"1445"
2004,2,1.25,28.9445,"105B",801308,1117981,"1331"
2008,1,6.74,125.199,"105B",803233,1116691,"1659"
2007,2,5.63,449.45,"105B",802745,1116160,"1659"
2007,1,.75,8.11841,"105B",802492,1116423,"1624"
2003,2,2.8,55.7351,"104B",799118,1119905,"1435"
2001,2,.9,22.2354,"105B",802326,1118935,"1375"
2007,1,.78,4.49296,"105B",802477,1117187,"1476"
2001,1,2.3,7.36106,"105B",802298,1117615,"1476"
2003,2,2,20.1805,"104B",799215,1119108,"1392"
2005,1,1.7,2.79651,"104B",800385,1116638,"1381"
2002,2,.2,.012104,"104B",799381,1119793,"1435"
2002,2,1.3,66.3123,"104B",800337,1120041,"1274"
2002,1,2.36,9.8306,"104B",800340,1119019,"1293"
2001,1,1.1,6.85789,"105B",802148,1118510,"1412"
2008,1,.61,2.85155,"105B",801928,1118797,"1375"
2007,2,1.4,40.7607,"105B",802157,1118233,"1412"
2001,1,.89,6.12047,"105B",802542,1118285,"1412"
2005,1,1.5,.772269,"105B",800833,1117375,"1314"
2006,2,1.9,48.7943,"105B",802472,1118331,"1412"
2006,1,1,6.77942,"105B",801654,1116318,"1444"
2007,2,.8,24.7754,"105B",801188,1118758,"1271"
2001,2,.7,3.83237,"105B",802625,1118171,"1412"
2006,2,3.1,27.2706,"105B",802628,1117745,"1476"
2006,1,.3,1.39981,"104B",800771,1118291,"1290"
2005,1,2,4.56377,"105B",802896,1117625,"1650"
2004,2,.3,3.4703,"105B",803106,1119115,"1640"
2004,2,1.9,18.7454,"105B",803278,1117186,"1650"
2006,1,1.85,34.3103,"105B",803885,1117643,"1857"
2005,1,.8,9.22453,"105B",804575,1117422,"1821"
2007,2,.44,15.5724,"105B",805808,1117252,"1953"
2006,1,.6,4.79286,"105B",804201,1118638,"1731"
2006,2,.17,1.28889,"105B",804753,1116018,"1900"
2005,1,.4,13.8563,"105B",804601,1115832,"1968"
2006,1,5.96,145.432,"105B",804439,1115937,"1897"
2007,1,12,151.692,"105B",804231,1116639,"1897"
2006,1,2.1,14.1596,"105B",804798,1119338,"1889"
2004,2,2.8,56.0748,"105B",804254,1119052,"1651"
2010,2,8.1,59.7652,"104B",793931,1110927,"2017"
2007,2,1.2,46.68,"104B",799028,1109288,"1596"
2006,2,1.09,40.6094,"104B",798683,1109368,"1666"
2007,2,.31,5.27332,"104B",798759,1109127,"1666"
2007,1,.59,3.70097,"104B",798406,1109001,"1666"
2007,2,1.53,14.2361,"104B",798203,1108639,"1666"
2010,1,.18,1.42541,"104B",798681,1107101,"1729"
2004,2,.3,6.01907,"104B",797651,1109146,"1760"
2006,2,.3,1.56807,"104B",796924,1108925,"1856"
2010,2,.55,7.55776,"104B",797288,1107124,"1765"
2009,2,1.14,6.80199,"104B",797655,1107495,"1765"
2007,1,.23,3.88416,"104B",798112,1108364,"1685"
2010,1,.73,3.73929,"104B",798190,1107720,"1685"
2008,2,1.82,19.6604,"104B",797738,1107811,"1874"
2006,1,.17,2.28799,"104B",796818,1107312,"1845"
2004,2,.2,1.9294,"104B",796648,1107502,"1845"
2006,2,.3,2.76059,"104B",796347,1107994,"1959"
2006,1,.2,.406012,"104B",797242,1109288,"1760"
2006,1,1.03,12.5548,"104B",799046,1108867,"1596"
2008,1,1.1,15.9414,"104B",798740,1108486,"1685"
2009,2,1.25,11.6675,"104B",798548,1107875,"1685"
2009,1,1,2.16768,"104B",798679,1107439,"1729"
2008,2,.4,1.45401,"104B",797086,1106226,"1839"
2009,1,.95,.669073,"104B",795992,1105270,"1906"
2010,2,.85,1.89683,"104B",796539,1104984,"1968"
2008,2,.25,2.92629,"104B",796484,1104956,"1968"
2010,1,1.2,3.05619,"104B",797981,1106497,"1930"
2009,1,.9,5.90696,"104B",798972,1104929,"2050"
2007,2,.9,29.6385,"104B",800768,1107870,"1721"
2007,2,1.3,24.3323,"104B",800576,1108106,"1721"
2007,1,.2,3.30832,"104B",800595,1107401,"1810"
2006,2,.27,6.13198,"104B",800699,1107043,"1810"
2008,2,.7,1.5709,"104B",800045,1105225,"1973"
2006,1,.69,35.5662,"104B",799115,1108008,"1724"
2004,2,.8,10.4567,"104B",799102,1108125,"1724"
2008,1,1.6,9.00186,"104B",799356,1105984,"1958"
2003,2,.2,.877621,"104B",791689,1113945,"1986"
2003,1,.3,1.73636,"104B",792476,1113454,"1986"
2008,1,.52,.669214,"104B",797554,1110303,"2015"
2008,1,.84,2.17285,"105B",805181,1114610,"1834"
2004,2,1,6.84784,"105B",804627,1115025,"1968"
2005,1,.6,2.25181,"105B",803253,1115064,"1605"
2007,1,.7,5.68604,"105B",804344,1114887,"1725"
2006,1,1.02,10.5718,"105B",803397,1115727,"1605"
2004,2,1,9.02009,"105B",803481,1115184,"1605"
2006,2,.36,9.31814,"105B",803005,1116180,"1659"
2006,2,.3,.105442,"105B",802714,1115783,"1605"
2006,2,.1,1.27161,"104B",800845,1104659,"1799"
2007,1,.6,9.07516,"104B",800731,1103810,"1897"
2008,2,.67,6.88689,"104B",800890,1104932,"1723"
2009,2,.48,.13705,"104B",799894,1103007,"2156"
2008,1,1.87,3.66341,"105B",802733,1115113,"1605"
2007,1,.4,2.46005,"105B",802754,1115399,"1605"
2005,1,1.5,4.78242,"105B",801628,1115736,"1398"
2004,2,5.4,40.0134,"105B",800889,1115727,"1398"
2007,2,2.8,30.6946,"105B",802171,1115792,"1514"
2006,1,.74,.18846,"105B",802012,1115165,"1514"
2004,2,4.8,304.358,"104B",799564,1116015,"1519"
2004,2,.18,4.08539,"104B",799753,1112687,"1516"
2007,1,13.4,408.571,"104B",799835,1113383,"1627"
2007,2,.4,11.9625,"104B",799593,1115191,"1704"
2008,1,7.2,29.1685,"105B",800613,1115166,"1451"
2008,1,7.2,24.4541,"105B",800613,1115166,"1451"
2005,1,.5,.758369,"104B",799759,1110872,"1677"
2005,2,1.4,12.5267,"104B",799853,1108695,"1596"
2005,2,.3,5.43755,"104B",799653,1112187,"1702"
2005,1,.3,.60715,"105B",801031,1129385,"1711"
2007,1,1.1,9.09311,"105B",801059,1128905,"1711"
2006,2,.48,3.51364,"104B",797838,1115716,"1853"
2005,1,.5,2.23634,"104B",798012,1116813,"1678"
2006,1,.3,4.77266,"104B",798103,1116542,"1654"
2003,2,1.9,53.6995,"104B",795476,1121077,"1437"
2003,1,3.7,16.21,"104B",795093,1120423,"1588"
2009,1,.77,4.58669,"104B",794802,1120674,"1433"
2003,1,1.8,5.05485,"104B",792735,1121269,"1547"
2009,1,1.5,3.1206,"104B",793685,1121036,"1470"
2010,2,.71,29.8197,"104B",793118,1120488,"1715"
2004,1,2.4,23.9429,"104B",794071,1121038,"1470"
2008,2,1.3,88.196,"104B",793698,1120472,"1653"
2009,2,.4,9.37151,"104B",794311,1120835,"1470"
2009,1,.8,5.00362,"104B",793522,1118580,"1827"
2003,2,.3,.844773,"104B",790652,1121364,"1763"
2006,1,.3,1.33093,"104B",790720,1122135,"1584"
2003,2,1.4,.275305,"104B",789819,1121605,"1660"
2002,1,.4,6.0044,"104B",797785,1120655,"1396"
2007,2,.9,16.9067,"105B",800873,1127466,"1542"
2005,1,.3,2.01207,"105B",801576,1128158,"1618"
2004,2,1.8,51.4136,"105B",801800,1127545,"1793"
2004,2,.5,13.1902,"105B",801247,1126072,"1402"
2005,2,1.9,3.47328,"105B",800818,1126355,"1320"
2005,1,2.7,4.0234,"105B",801555,1125747,"1394"
2004,2,1,37.5103,"105B",801669,1126027,"1394"
2007,1,.92,1.11784,"105B",800393,1125060,"1207"
2008,1,.5,.744501,"105B",801184,1127381,"1542"
2008,1,.66,1.5299,"105B",800759,1127369,"1419"
2005,2,.4,1.71749,"105B",802853,1121502,"1495"
2006,1,.45,2.32647,"105B",803411,1125800,"1711"
2007,1,1.2,5.37645,"105B",804198,1121560,"1712"
2006,2,.3,6.1808,"105B",804955,1120085,"1875"
2007,2,.6,5.84569,"104B",792578,1116552,"1877"
2007,1,1.08,7.50805,"104B",795191,1117788,"1809"
2009,1,.26,1.42262,"104B",795781,1118209,"1763"
2007,2,1.16,5.7079,"104B",794753,1117175,"1733"
2008,2,1,4.82096,"104B",794264,1117048,"1774"
2009,2,1.1,11.9705,"104B",795555,1119115,"1636"
2010,2,.35,9.32229,"104B",795125,1119806,"1588"
2005,2,.9,7.98069,"104B",795996,1115500,"1878"
2005,1,1.3,7.909,"104B",795751,1115464,"1878"
2006,2,1.2,2.49217,"104B",794405,1115409,"1938"
2008,1,.8,17.3637,"104B",794793,1115851,"1938"
2010,1,.25,1.21188,"104B",795614,1112834,"1702"
2002,1,.8,16.1585,"104B",794598,1113484,"1749"
2004,2,1.3,38.6774,"104B",796611,1117549,"1705"
2001,1,1.1,1.1706,"104B",798758,1119093,"1454"
2006,2,.11,3.88334,"104B",798318,1113693,"1708"
2003,2,.4,8.06745,"104B",796927,1114677,"1731"
2004,2,.6,1.90477,"104B",795713,1115196,"1878"
2007,1,1,11.1197,"104B",797079,1115251,"1835"
2007,1,.8,8.14646,"104B",798505,1110979,"1800"
2010,2,.88,2.50378,"104B",796000,1111823,"1833"
2004,2,3.2,55.9845,"105B",801104,1116899,"1445"
2006,2,2.99,37.3705,"105B",801717,1119225,"1271"
2007,1,1.2,2.85388,"105B",801998,1119033,"1375"
2007,2,1.4,44.634,"105B",802835,1117539,"1650"
2005,2,.3,6.42326,"105B",803073,1119432,"1640"
2009,2,.5,.211828,"104B",798395,1106501,"1898"
2010,2,.3,2.72101,"104B",798344,1106735,"1729"
2005,1,.5,.657174,"104B",797709,1109301,"1760"
2010,2,.5,3.89717,"104B",796515,1106670,"1839"
2005,1,.9,13.7314,"104B",796346,1107057,"1845"
2009,1,.9,8.54807,"104B",798446,1106202,"1898"
2009,1,1.21,2.9437,"104B",796874,1106389,"1839"
2004,1,.4,.234723,"104B",792791,1113271,"1925"
2007,1,1.3,8.30038,"104B",798230,1110812,"1800"
2007,2,1.2,24.2461,"104B",798341,1110893,"1800"
2006,2,.8,18.7246,"104B",799515,1115538,"1704"
2004,2,.9,39.7605,"104B",799716,1110286,"1628"
2006,2,.6,7.78531,"104B",797318,1116706,"1678"
2007,2,.91,9.58747,"104B",797318,1116706,"1678"
2008,2,.96,24.852,"104B",793190,1120833,"1547"
2006,1,.26,.027113,"105B",800869,1125883,"1394"
2006,2,.51,6.48644,"105B",800417,1126976,"1320"
2004,2,.6,14.41,"105B",802634,1125911,"1644"
2007,2,.2,2.04537,"104B",796366,1117389,"1705"
2006,2,.26,4.46063,"104B",797554,1108050,"1874"
2008,2,.4,3.55659,"104B",797657,1106237,"1930"
2010,1,.4,1.65453,"104B",797541,1106521,"1930"
2006,2,1.16,64.9776,"104B",800214,1109257,"1689"
2009,1,1.08,11.6329,"104B",800654,1106734,"1810"
2008,2,.5,1.1286,"104B",801007,1106254,"1679"
2007,2,.4,5.92021,"104B",798730,1110067,"1831"
2007,2,.69,15.3581,"104B",793864,1115831,"2035"
2008,1,.73,2.54413,"104B",796338,1108999,"1856"
2008,2,.68,3.319,"104B",796963,1111617,"1854"
2009,2,.35,6.9238,"104B",794589,1118416,"1809"
2010,2,.28,.338233,"104B",791486,1115975,"1980"
2008,1,.56,4.21174,"104B",796920,1116183,"1880"
2007,2,.32,.845376,"104B",797003,1115557,"1835"
2009,1,.55,.235132,"104B",798316,1107598,"1729"
2010,1,1.28,7.11874,"104B",797678,1112067,"1886"
2010,2,2.55,22.339,"104B",799129,1106133,"1958"
2010,1,7,247.638,"104B",792771,1120584,"1547"
2007,1,6,52.1845,"105B",801651,1118443,"1331"
2010,2,2.09,33.9536,"104B",792951,1117012,"1853"
2004,1,.1,2.88013,"202A",816830,1165933,"1843"
2003,1,.2,6.99752,"202A",816723,1165445,"1927"
2002,2,.6,27.4693,"202A",816242,1164344,"1533"
2003,2,.4,13.8242,"202A",816228,1164716,"1533"
2002,2,2.1,36.2831,"202A",817170,1165552,"1927"
2003,2,2.3,43.0863,"202A",817148,1165427,"1927"
2003,1,4.6,34.2326,"202A",815656,1164864,"1200"
2002,2,3.9,50.1311,"202A",815044,1164983,"1200"
2004,1,.3,4.46558,"202A",817203,1164597,"1604"
2002,1,.64,.463237,"202A",815574,1164377,"1123"
2003,1,.4,6.57529,"202A",816132,1164255,"1533"
2004,1,.9,18.4353,"202A",815941,1164349,"1533"
2002,1,.4,.762923,"202A",816486,1165681,"1478"
2010,2,2.01,6.52572,"202A",818474,1166929,"1989"
2010,2,6.5,27.1095,"202A",818935,1164876,"1726"
2010,1,.7,4.18399,"201B",861413,1258544,"1751"
2009,2,1.08,2.87871,"201B",862656,1259510,"1721"
2009,2,.6,2.40663,"201B",862473,1257670,"1615"
2006,1,.4,2.07496,"201B",862433,1252581,"1823"
2008,1,.3,1.24417,"201B",862064,1251013,"1893"
2010,1,.42,.509377,"201B",863691,1259530,"1642"
2010,1,.7,3.91291,"201B",863287,1259709,"1596"
2010,2,.33,3.2673,"201B",863323,1258468,"1618"
2005,2,.3,5.67049,"201B",862927,1252850,"1823"
2006,1,.4,3.19759,"201B",863151,1252156,"1816"
2005,1,.3,3.44126,"201B",863116,1252549,"1731"
2004,2,1.1,15.4874,"201B",863597,1252269,"1731"
2007,1,1,1.4422,"201B",863670,1252670,"1731"
2007,2,.4,2.08039,"201B",863022,1251709,"1908"
2008,1,.3,.807828,"201B",863920,1253720,"1643"
2007,2,.84,13.1096,"201B",864736,1253425,"1632"
2007,1,.3,.525769,"201B",863056,1251358,"1816"
2008,1,.8,1.12936,"201B",864298,1252091,"1703"
2007,2,.4,2.25183,"201B",863317,1250557,"1813"
2006,1,.7,3.21208,"201B",864120,1250678,"1696"
2005,2,.3,2.47849,"201B",864569,1250655,"1696"
2006,2,.59,18.5882,"201B",863819,1250674,"1813"
2009,2,.6,2.90434,"201B",861244,1259370,"1664"
2010,1,.28,.984653,"201B",862354,1257020,"1615"
2005,1,.3,2.51383,"201B",862194,1252995,"1823"
2004,2,.5,2.32909,"201B",862279,1252993,"1823"
2007,1,.6,2.99164,"201B",864446,1253959,"1632"
2007,2,.59,.123313,"201B",863921,1251940,"1816"
2004,2,1.1,11.6482,"201B",864557,1249997,"1829"
2007,1,.35,.587173,"201B",863574,1250121,"1850"
2008,1,.3,1.09019,"201B",863624,1250433,"1813"
2010,2,.54,8.24228,"201B",863606,1259419,"1642"
2009,2,.3,4.57625,"201B",864148,1258756,"1474"
2010,2,.25,.249825,"201B",864146,1259135,"1474"
2006,2,.2,7.72962,"201B",864291,1253460,"1632"
2005,1,.2,1.08655,"201B",864368,1252732,"1687"
2006,2,.1,.369235,"201B",864277,1252676,"1687"
2006,1,.4,3.0718,"201B",864826,1252566,"1687"
2009,2,.53,4.16465,"201B",863643,1258154,"1618"
2010,1,.7,2.60813,"201B",863803,1258294,"1618"
2003,1,.8,1.63533,"201B",876975,1257176,"1304"
2002,2,.4,3.8341,"201B",876454,1257982,"1805"
2003,1,.35,5.94641,"201B",876389,1258161,"1805"
2002,2,.8,4.6314,"201B",876609,1257209,"1727"
2002,1,.9,2.13083,"201B",880052,1259643,"1693"
2003,2,.2,1.1695,"201B",881330,1257396,"741"
2002,2,.2,4.50598,"201B",880117,1257949,"988"
2002,1,.3,.540149,"201B",877447,1259228,"1656"
2002,1,.1,.252739,"201B",877659,1258552,"1430"
2008,2,.38,2.17286,"101B",793808,1222675,"1999"
2009,1,.32,.894247,"101B",794059,1222277,"2066"
2009,2,.2,1.97399,"101B",794374,1222486,"2066"
2004,1,.1,.312853,"101B",793694,1214121,"1605"
2004,1,.5,4.66872,"101B",792798,1214928,"1952"
2002,1,.2,.492921,"101B",791451,1211417,"2186"
2003,2,.4,2.58313,"101B",794451,1213720,"1666"
2002,1,.4,3.57938,"101B",793110,1210852,"2316"
2003,2,1,8.368,"101B",793088,1213129,"1705"
2004,1,.9,1.29071,"101B",794715,1212529,"1920"
2010,2,.5,2.48916,"101B",796810,1211162,"1611"
2010,1,.87,4.47688,"101B",793935,1208655,"2053"
2008,2,.38,.27533,"101B",794631,1208241,"2053"
2010,1,.57,8.66312,"101B",795125,1208786,"2030"
2009,1,.4,1.06693,"101B",795697,1208438,"1872"
2008,2,.95,10.4452,"101B",795806,1209090,"1682"
2002,2,.5,4.90855,"101B",790178,1212077,"2049"
2004,1,.2,.273615,"101B",790144,1212964,"2174"
2002,1,.3,.794526,"101B",789857,1211550,"2103"
2010,2,.64,1.52179,"101B",793696,1221229,"2180"
2010,1,.67,1.5156,"101B",793880,1222918,"1830"
2009,2,.39,.217668,"101B",795766,1222745,"1762"
2009,1,.1,.218768,"101B",795781,1222065,"1762"
2002,2,.1,1.04832,"101B",792986,1214877,"1717"
2010,2,.55,4.99429,"101B",794727,1211484,"1843"
2003,1,.4,1.88512,"101B",791970,1213253,"1826"
2002,1,.5,1.53473,"101B",794557,1212048,"2054"
2009,1,.3,.626012,"101B",796112,1210595,"1786"
2003,1,.1,.468447,"101B",792640,1213350,"1826"
2009,2,.78,1.48319,"101B",795860,1210692,"1786"
2009,1,.2,.052518,"101B",795799,1209299,"1682"
2008,2,1.1,4.62989,"101B",796040,1210162,"1786"
2009,2,1.9,12.3601,"101B",795398,1208032,"2084"
2008,2,.21,.232288,"101B",795174,1222126,"2074"
2010,1,.4,2.79531,"101B",794879,1221793,"1903"
2008,2,.21,1.26908,"101B",795367,1223242,"1867"
2010,1,.1,.070399,"101B",795984,1222892,"1786"
2003,1,.7,4.62543,"101B",794072,1213018,"1975"
2002,1,.5,1.8541,"101B",791922,1213055,"2165"
2002,2,.2,1.97223,"101B",793402,1213857,"1605"
2010,2,.5,1.24659,"101B",794707,1207147,"2307"
2009,2,.7,2.20115,"101B",794432,1208813,"2053"
2010,2,.61,5.12958,"101B",796707,1209905,"1824"
2002,2,.4,7.72486,"101B",790597,1212315,"2049"
2008,2,.78,2.64507,"101B",795092,1210252,"1990"
2010,1,.66,4.45673,"101B",795912,1210323,"1786"
2009,2,.64,3.82894,"101B",795200,1210051,"1990"
2010,2,.11,1.28621,"101B",796687,1224480,"1619"
2010,2,.49,.663773,"101B",796639,1223897,"1619"
2009,1,.33,2.98769,"101B",794762,1223482,"1867"
2008,2,.41,.740849,"101B",794795,1223408,"1867"
2009,1,1.04,7.76078,"101B",794996,1222532,"2074"
2009,1,.37,3.63086,"101B",793810,1208229,"2053"
2009,2,.38,5.17732,"101B",794110,1223560,"1830"
2010,1,.56,.375571,"101B",795131,1209484,"1809"
2005,1,.2,3.69643,"102B",790949,1190527,"1880"
2008,1,.38,1.21697,"102B",792352,1190507,"1828"
2008,1,.55,1.19858,"102B",793810,1190550,"1684"
2002,2,.1,1.04303,"101B",797856,1196934,"1736"
2006,2,.3,.902389,"102B",798572,1193710,"1432"
2007,1,.3,.187543,"102B",797359,1192898,"1703"
2007,1,.56,.735132,"102B",797053,1192643,"1703"
2007,2,.3,1.01147,"102B",797903,1191124,"1414"
2008,1,.5,.410598,"102B",798586,1190693,"1189"
2006,2,.18,3.37637,"102B",797778,1190439,"1316"
2006,1,.4,.852084,"102B",796869,1190915,"1593"
2008,1,.4,2.89366,"102B",796212,1192428,"1924"
2005,1,.7,.875764,"102B",796182,1191058,"1885"
2006,1,1,3.21942,"102B",797025,1191599,"1652"
2005,1,.6,.836933,"102B",796377,1190686,"1885"
2007,2,.3,2.00793,"102B",798659,1193500,"1432"
2005,2,.2,2.19454,"102B",798579,1192247,"1303"
2004,2,.4,1.01878,"102B",798480,1192848,"1362"
2007,2,.73,3.60755,"102B",790639,1187857,"2064"
2008,1,.3,2.90427,"102B",790689,1187936,"1912"
2007,1,.58,1.00806,"102B",790667,1187467,"2064"
2005,1,.5,2.00332,"102B",792103,1187761,"1997"
2009,2,1.07,2.68102,"102B",791977,1181369,"1856"
2005,2,.4,2.34905,"102B",793325,1186963,"1904"
2004,2,3.7,9.82382,"102B",794248,1186179,"1775"
2005,1,1,12.1865,"102B",793115,1187122,"1904"
2004,2,1.1,5.58485,"102B",793465,1187599,"1904"
2006,1,.2,.357486,"102B",792837,1188366,"1603"
2008,2,1.05,17.6038,"102B",795782,1183445,"1540"
2009,1,.8,11.9254,"102B",793940,1181902,"1833"
2008,2,.6,1.67194,"102B",793234,1181764,"1952"
2010,2,1.12,14.1121,"102B",793593,1181139,"1788"
2009,2,.25,2.24714,"102B",794980,1180942,"1691"
2008,2,.15,1.12108,"102B",794589,1179955,"1607"
2009,1,.53,.568403,"102B",796399,1184022,"1540"
2008,2,.76,13.7717,"102B",796733,1183456,"1436"
2010,1,.33,.61253,"102B",797072,1183346,"1436"
2008,2,.52,8.86633,"102B",796191,1181055,"1587"
2010,1,.9,3.07352,"102B",796116,1180236,"1530"
2008,2,1.3,10.5086,"102B",796918,1180340,"1416"
2010,1,.5,1.90851,"102B",795713,1181162,"1587"
2009,1,.94,.946388,"102B",796851,1181730,"1542"
2010,1,.55,2.14529,"102B",796723,1181282,"1422"
2009,2,.7,10.8773,"102B",796229,1181854,"1648"
2009,2,3.15,19.7246,"102B",796090,1180558,"1587"
2002,2,.3,.901261,"101B",797449,1197444,"1627"
2009,1,.4,.943092,"102B",796466,1180060,"1416"
2004,2,.3,.502958,"102B",790348,1190868,"2162"
2006,2,.4,3.07724,"102B",791596,1190098,"1880"
2007,1,.61,4.99605,"102B",791125,1190473,"1880"
2006,1,.32,2.5815,"102B",791061,1191403,"1960"
2007,1,.75,6.48249,"102B",792499,1189127,"1649"
2007,1,.9,.539827,"102B",793212,1189795,"1709"
2006,2,.29,2.76401,"102B",792830,1190087,"1709"
2007,2,1.34,8.03336,"102B",793653,1190503,"1709"
2002,1,.7,5.30003,"101B",798545,1196490,"1782"
2008,1,.5,1.22567,"102B",797471,1193267,"1547"
2004,2,.4,5.67301,"102B",795518,1191775,"2181"
2005,1,1,3.00779,"102B",797262,1191601,"1652"
2006,2,.52,2.58856,"102B",797631,1193462,"1613"
2007,1,.2,.012547,"102B",798221,1190774,"1414"
2007,2,.9,2.46921,"102B",796643,1192157,"1652"
2005,1,.4,.684405,"102B",796388,1190079,"1772"
2003,1,1.4,3.44215,"101B",798410,1198149,"1561"
2003,1,.3,5.03015,"101B",799079,1195121,"1438"
2006,1,.2,.014708,"102B",798345,1192578,"1362"
2006,2,.3,2.37167,"102B",790602,1188679,"1912"
2004,2,.3,3.84193,"102B",791899,1188310,"1719"
2006,1,.4,2.99128,"102B",793937,1187342,"1713"
2006,1,3.1,3.43801,"102B",792428,1188616,"1719"
2010,1,.42,2.17082,"102B",795593,1183426,"1540"
2009,1,.69,1.485,"102B",795880,1184104,"1540"
2008,2,.61,8.52291,"102B",795328,1181239,"1691"
2010,1,.34,1.45622,"102B",792602,1181255,"1856"
2008,2,1.25,12.0548,"102B",795515,1180941,"1587"
2010,2,1.38,67.065,"102B",796521,1181017,"1422"
2010,1,1.14,5.32914,"102B",794387,1180372,"1688"
2010,1,.67,1.07029,"102B",795871,1180842,"1587"
2010,2,.47,15.3846,"102B",798666,1182185,"1221"
2010,2,.22,2.39869,"102B",796182,1182089,"1648"
2005,2,.9,24.7115,"102B",791010,1190704,"1960"
2004,2,.3,.867021,"102B",797073,1190370,"1519"
2006,2,.12,.948179,"102B",796593,1192957,"1703"
2002,2,.3,3.12688,"101B",798650,1197492,"1698"
2005,1,.3,.481998,"102B",794236,1186924,"1775"
2009,1,.9,6.55242,"102B",795681,1181459,"1648"
2010,2,.6,15.2921,"102B",794547,1181431,"1833"
2009,2,.61,4.65676,"102B",794131,1180850,"1779"
2009,2,.59,6.83912,"102B",796350,1183684,"1540"
2009,1,.96,1.03786,"102B",794804,1180925,"1691"
2009,2,.62,8.39115,"102B",794980,1181491,"1592"
2008,1,1.74,8.87778,"102B",792412,1189679,"1649"
2007,2,.94,26.46,"102B",791637,1189638,"1879"
2007,2,.3,8.0894,"102B",792729,1189561,"1649"
2010,2,.39,9.13143,"102B",797354,1181781,"1542"
2009,1,.25,.16206,"102B",795464,1180893,"1691"
2010,2,.3,.111353,"205B",881615,1125206,"1767"
2009,1,1.25,12.134,"205B",883722,1126355,"1662"
2008,2,.61,.530048,"205B",884317,1126159,"1507"
2008,2,.5,1.74724,"205B",883713,1126889,"1732"
2009,2,.47,1.16089,"205B",883565,1125230,"1614"
2009,1,1.34,5.71237,"205B",883845,1125751,"1614"
2009,2,.51,.92704,"205B",884935,1125865,"1414"
2003,2,.2,3.61538,"205B",884009,1121894,"1068"
2004,1,.2,1.37318,"205B",883972,1122428,"1261"
2003,1,3.3,36.1432,"205B",883492,1122215,"1549"
2010,1,.45,3.29073,"205B",885613,1124277,"1141"
2009,1,.7,2.48018,"205B",885244,1124595,"1141"
2004,1,.4,3.28471,"205B",885022,1123706,"931"
2002,1,2.85,10.7806,"205B",884489,1124734,"1232"
2008,2,.7,4.92413,"205B",884147,1125184,"1352"
2009,1,1,4.50382,"205B",885550,1125614,"1271"
2010,1,1.42,3.0567,"205B",885562,1126151,"1414"
2010,2,.61,3.25519,"205B",883187,1125966,"1662"
2004,1,.4,1.57039,"205B",877671,1117529,"1617"
2003,2,.4,1.81367,"205B",881987,1124506,"1712"
2008,2,1.94,14.0103,"205B",885677,1124787,"1141"
2009,1,.48,1.40385,"205B",884282,1127764,"1893"
2008,2,.84,7.67121,"205B",885123,1126203,"1414"
2010,1,.29,.407054,"205B",883066,1127451,"1732"
2004,1,.3,.309945,"202A",812642,1172678,"1521"
2005,1,.9,1.12879,"202A",812436,1172545,"1521"
2003,2,.6,3.23892,"202A",812344,1172341,"1521"
2006,2,.3,6.01864,"202A",810691,1173767,"1655"
2007,1,1.4,17.1945,"202A",811311,1174068,"1454"
2004,2,6.1,107.735,"202A",811399,1173498,"1727"
2004,1,.4,.607441,"202A",811990,1172864,"1575"
2007,1,.5,5.31696,"202A",811747,1174424,"1454"
